Time  	KZ11W:	KZ11C:	SD13L:
11:05:27 102.3	15.1	11633	

11:05:28 102.3	15.1	11636	

11:05:29 102.3	15.1	11638	

11:05:30 102.4	15.1	11636	

11:05:31 102.4	15.1	11633	

11:05:32 102.3	15.1	11630	

11:05:34 102.3	15.1	11625	

11:05:35 102.2	15.1	11623	

11:05:36 102.2	15.1	11620	

11:05:37 102.2	15.1	11618	

11:05:38 102.2	15.1	11615	

11:05:39 102.1	15.1	11611	

11:05:40 102.1	15.1	11605	

11:05:41 102.1	15.1	11595	

11:05:42 102.1	15.1	11585	

11:05:43 102.0	15.1	11571	

11:05:45 101.9	15.1	11561	

11:05:46 101.8	15.1	11548	

11:05:47 101.7	15	11540	

11:05:48 101.7	15	11535	

11:05:49 101.6	15	11523	

11:05:50 101.6	15	11517	

11:05:51 101.5	15	11505	

11:05:52 101.4	15	11497	

11:05:53 101.4	15	11484	

11:05:54 101.3	15	11475	

11:05:56 101.2	15	11462	

11:05:57 101.1	15	11455	

11:05:58 101.1	15	11451	

11:05:59 101.1	15	11444	

11:06:00 101.1	15	11442	

11:06:01 101.0	15	11440	

11:06:02 100.9	15	11439	

11:06:03 100.9	15	11438	

11:06:04 100.9	15	11438	

11:06:05 100.9	15	11439	

11:06:06 100.9	15	11441	

11:06:08 100.8	15	11441	

11:06:09 100.8	15	11444	

11:06:10 100.8	15	11447	

11:06:11 100.7	15	11450	

11:06:12 100.7	15	11454	

11:06:13 100.6	15	11458	

11:06:14 100.6	15	11461	

11:06:15 100.7	15	11468	

11:06:16 100.7	15	11474	

11:06:17 100.8	15	11482	

11:06:19 100.9	15	11488	

11:06:20 100.9	15	11497	

11:06:21 101.0	15	11503	

11:06:22 101.0	15	11509	

11:06:23 101.1	15	11519	

11:06:24 101.1	15	11527	

11:06:25 101.2	15	11538	

11:06:26 101.3	15	11544	

11:06:27 101.3	14.9	11556	

11:06:28 101.4	15	11564	

11:06:30 101.5	14.9	11572	

11:06:31 101.6	15	11582	

11:06:32 101.7	14.9	11590	

11:06:33 101.8	14.9	11602	

11:06:34 101.9	14.9	11611	

11:06:35 102.0	14.9	11624	

11:06:36 102.1	14.9	11632	

11:06:37 102.2	14.9	11645	

11:06:38 102.3	14.9	11654	

11:06:39 102.4	14.9	11668	

11:06:41 102.5	14.9	11678	

11:06:42 102.7	14.9	11695	

11:06:43 102.8	14.9	11703	

11:06:44 103.0	14.9	11715	

11:06:45 103.2	14.9	11730	

11:06:46 103.3	14.9	11740	

11:06:47 103.5	14.9	11755	

11:06:48 103.6	14.9	11767	

11:06:49 103.7	14.9	11782	

11:06:51 103.8	14.9	11792	

11:06:52 103.9	14.9	11807	

11:06:53 104.0	14.9	11818	

11:06:54 104.1	14.9	11833	

11:06:55 104.2	14.9	11843	

11:06:56 104.3	14.9	11854	

11:06:57 104.3	14.9	11870	

11:06:58 104.4	14.9	11881	

11:06:59 104.5	14.9	11895	

11:07:00 104.6	14.9	11907	

11:07:01 104.7	14.9	11923	

11:07:03 104.8	14.9	11934	

11:07:04 105.0	14.9	11949	

11:07:05 105.1	14.9	11960	

11:07:06 105.3	14.9	11975	

11:07:07 105.5	14.9	11984	

11:07:08 105.7	14.8	12000	

11:07:09 105.8	14.8	12010	

11:07:10 105.9	14.8	12019	

11:07:11 106.1	14.8	12034	

11:07:13 106.2	14.8	12045	

11:07:14 106.3	14.8	12061	

11:07:15 106.5	14.8	12071	

11:07:16 106.6	14.8	12086	

11:07:17 106.7	14.8	12097	

11:07:18 106.8	14.8	12112	

11:07:19 106.9	14.8	12123	

11:07:20 107.0	14.8	12138	

11:07:21 107.1	14.8	12150	

11:07:22 107.2	14.8	12162	

11:07:24 107.4	14.8	12177	

11:07:25 107.5	14.8	12190	

11:07:26 107.6	14.8	12207	

11:07:27 107.7	14.8	12217	

11:07:28 107.9	14.8	12235	

11:07:29 108.1	14.8	12249	

11:07:30 108.3	14.8	12260	

11:07:31 108.4	14.8	12276	

11:07:32 108.6	14.8	12286	

11:07:33 108.7	14.8	12303	

11:07:34 108.8	14.8	12315	

11:07:36 108.9	14.8	12330	

11:07:37 109.1	14.8	12338	

11:07:38 109.1	14.8	12353	

11:07:39 109.2	14.8	12363	

11:07:40 109.3	14.8	12376	

11:07:41 109.4	14.8	12386	

11:07:42 109.4	14.8	12400	

11:07:43 109.5	14.8	12409	

11:07:44 109.6	14.7	12419	

11:07:46 109.7	14.7	12431	

