Time  	KZ11W:	KZ11C:	SD13L:
14:49:15 118.5	17.5	12944	
14:49:16 118.3	17.5	12934	
14:49:17 118.3	17.5	12919	
14:49:18 118.1	17.5	12909	
14:49:19 118.0	17.5	12894	
14:49:21 118.0	17.5	12885	
14:49:22 117.9	17.5	12871	
14:49:23 117.8	17.5	12862	
14:49:24 117.7	17.5	12848	
14:49:25 117.6	17.5	12839	
14:49:26 117.5	17.5	12826	
14:49:27 117.4	17.5	12817	
14:49:28 117.3	17.5	12803	
14:49:29 117.2	17.5	12794	
14:49:30 117.1	17.5	12785	
14:49:32 117.0	17.5	12773	
14:49:33 116.9	17.5	12766	
14:49:34 116.8	17.5	12752	
14:49:35 116.7	17.5	12743	
14:49:36 116.6	17.5	12732	
14:49:37 116.6	17.5	12725	
14:49:38 116.5	17.5	12712	
14:49:39 116.4	17.5	12705	
14:49:40 116.3	17.5	12697	
14:49:41 116.2	17.5	12687	
14:49:43 116.0	17.5	12680	
14:49:44 115.9	17.5	12669	
14:49:45 115.7	17.5	12662	
14:49:46 115.6	17.5	12652	
14:49:47 115.5	17.5	12646	
14:49:48 115.4	17.5	12639	
14:49:49 115.4	17.5	12634	
14:49:50 115.4	17.5	12626	
14:49:51 115.4	17.5	12621	
14:49:52 115.3	17.5	12615	
14:49:53 115.3	17.5	12609	
14:49:55 115.2	17.5	12605	
14:49:56 115.2	17.5	12600	
14:49:57 115.2	17.5	12595	
14:49:58 115.2	17.5	12592	
14:49:59 115.2	17.5	12589	
14:50:00 115.2	17.5	12585	
14:50:01 115.2	17.4	12583	
14:50:02 115.2	17.5	12581	
14:50:03 115.2	17.4	12580	
14:50:04 115.1	17.4	12581	
14:50:05 115.1	17.4	12580	
14:50:07 115.1	17.4	12581	
14:50:08 115.1	17.4	12583	
14:50:09 115.1	17.4	12584	
14:50:10 115.1	17.4	12588	
14:50:11 115.1	17.4	12589	
14:50:12 115.1	17.4	12592	
14:50:13 115.1	17.4	12595	
14:50:14 115.2	17.4	12598	
14:50:15 115.2	17.4	12604	
14:50:16 115.2	17.4	12610	
14:50:18 115.2	17.4	12614	
14:50:19 115.2	17.4	12617	
14:50:20 115.2	17.4	12622	
14:50:21 115.2	17.4	12626	
14:50:22 115.2	17.4	12630	
14:50:23 115.2	17.4	12637	
14:50:24 115.2	17.4	12643	
14:50:25 115.3	17.4	12651	
14:50:26 115.3	17.4	12659	
14:50:27 115.4	17.4	12671	
14:50:29 115.5	17.4	12679	
14:50:30 115.6	17.4	12691	
14:50:31 115.7	17.4	12699	
14:50:32 115.8	17.4	12714	
14:50:33 115.9	17.4	12725	
14:50:34 116.0	17.4	12739	
14:50:35 116.1	17.4	12749	
14:50:36 116.2	17.4	12766	
14:50:38 116.3	17.4	12778	
14:50:39 116.5	17.4	12796	
14:50:40 116.6	17.4	12809	
14:50:41 116.7	17.4	12829	
14:50:42 116.9	17.4	12843	
14:50:43 117.0	17.4	12864	
14:50:44 117.1	17.4	12879	
14:50:45 117.3	17.4	12894	
14:50:46 117.4	17.4	12919	
14:50:47 117.6	17.4	12935	
14:50:48 117.8	17.4	12960	
14:50:50 118.0	17.4	12978	
14:50:51 118.2	17.4	13002	
14:50:52 118.3	17.4	13021	
14:50:53 118.5	17.4	13039	
14:50:54 118.7	17.4	13068	
14:50:55 118.9	17.4	13086	
14:50:56 119.1	17.4	13116	
14:50:57 119.3	17.4	13136	
14:50:58 119.5	17.4	13166	
14:50:59 119.7	17.4	13187	
14:51:01 119.9	17.4	13220	
14:51:02 120.2	17.4	13241	
14:51:03 120.4	17.4	13274	
14:51:04 120.8	17.4	13295	
14:51:05 121.1	17.4	13318	
14:51:06 121.3	17.4	13351	
14:51:07 121.5	17.4	13373	
14:51:08 121.8	17.4	13408	
14:51:09 122.1	17.4	13431	
14:51:10 122.3	17.4	13465	
14:51:12 122.3	17.4	13489	
14:51:13 122.8	17.4	13523	
14:51:14 122.8	17.4	13547	
14:51:15 123.1	17.4	13582	
14:51:16 123.5	17.4	13605	
14:51:17 123.6	17.4	13641	
14:51:18 124.0	17.4	13663	
14:51:19 124.3	17.4	13686	
14:51:20 124.5	17.4	13721	
14:51:21 124.7	17.4	13744	
14:51:23 125.0	17.4	13779	
14:51:24 125.2	17.4	13802	
14:51:25 125.3	17.3	13836	
14:51:26 125.8	17.4	13859	
14:51:28 126.1	17.4	13915	
14:51:29 126.3	17.4	13947	
14:51:30 126.5	17.4	13969	
14:51:32 127.0	17.4	14000	
14:51:33 127.6	17.4	14043	
14:51:34 127.4	17.3	14065	
14:51:35 127.7	17.4	14084	
14:51:36 128.2	17.4	14116	
14:51:38 128.4	17.4	14134	
14:51:39 128.6	17.4	14167	
14:51:40 128.7	17.4	14184	
14:51:41 128.9	17.4	14214	
14:51:42 129.4	17.4	14233	
14:51:43 129.6	17.4	14262	
14:51:44 129.8	17.4	14281	
14:51:45 130.1	17.4	14308	
14:51:46 130.1	17.4	14326	
14:51:47 130.5	17.4	14344	
14:51:49 130.7	17.4	14371	
14:51:50 130.8	17.3	14389	
14:51:51 131.3	17.3	14416	
14:51:52 131.5	17.3	14432	
14:51:53 131.7	17.4	14458	
14:51:54 132.0	17.3	14474	
14:51:55 132.0	17.3	14500	
14:51:56 132.2	17.3	14515	
14:51:58 132.6	17.4	14556	
14:51:59 132.8	17.3	14571	
14:52:01 133.0	17.3	14594	
14:52:02 133.2	17.3	14607	
14:52:03 133.4	17.3	14627	
14:52:04 133.6	17.3	14642	
14:52:05 133.7	17.3	14654	
14:52:06 133.9	17.3	14674	
14:52:07 134.1	17.3	14686	
14:52:08 134.2	17.3	14704	
14:52:09 134.4	17.3	14716	
14:52:10 134.6	17.3	14735	
14:52:12 134.8	17.3	14745	
14:52:13 134.9	17.3	14761	
14:52:14 135.1	17.3	14772	
14:52:15 135.2	17.3	14787	
14:52:16 135.3	17.3	14798	
14:52:17 135.4	17.3	14813	
14:52:18 135.6	17.3	14823	
14:52:19 135.7	17.3	14834	
14:52:20 135.9	17.3	14843	
14:52:22 135.9	17.3	14855	
14:52:23 136.0	17.3	14864	
14:52:24 136.1	17.3	14872	
14:52:25 136.2	17.3	14883	
14:52:26 136.2	17.3	14890	
14:52:27 136.3	17.3	14899	
14:52:28 136.3	17.3	14906	
14:52:29 136.4	17.3	14916	
14:52:30 136.5	17.3	14922	
14:52:31 136.5	17.3	14928	
14:52:33 136.6	17.3	14934	
14:52:34 136.7	17.3	14939	
14:52:35 136.8	17.3	14944	
14:52:36 136.8	17.3	14950	
14:52:37 136.9	17.3	14955	
14:52:38 137.0	17.3	14958	
14:52:39 137.0	17.3	14965	
14:52:40 137.1	17.3	14967	
14:52:41 137.1	17.3	14972	
14:52:42 137.2	17.3	14974	
14:52:44 137.2	17.3	14979	
14:52:45 137.3	17.3	14982	
14:52:46 137.3	17.3	14986	
14:52:47 137.4	17.3	14988	
14:52:48 137.5	17.3	14993	
14:52:49 137.5	17.3	14992	
14:52:50 137.5	17.3	14996	
14:52:51 137.6	17.3	14999	
14:52:52 137.6	17.3	14999	
14:52:53 137.7	17.3	15003	
14:52:55 137.8	17.3	15005	
14:52:56 137.8	17.3	15007	
14:52:57 137.8	17.3	15008	
14:52:58 137.9	17.3	15011	
14:52:59 137.9	17.3	15010	
14:53:00 137.9	17.3	15012	
14:53:01 137.9	17.3	15014	
14:53:02 138.0	17.3	15014	
14:53:03 138.0	17.3	15014	
14:53:05 138.0	17.3	15016	
14:53:06 138.1	17.3	15016	
14:53:07 138.1	17.3	15017	
14:53:08 138.1	17.3	15017	
14:53:09 138.1	17.3	15017	
14:53:10 138.1	17.3	15017	
14:53:11 138.1	17.3	15016	
14:53:12 138.2	17.3	15016	
14:53:13 138.1	17.3	15015	
14:53:14 138.1	17.3	15014	
14:53:15 138.1	17.3	15014	
14:53:17 138.2	17.3	15014	
14:53:18 138.2	17.3	15013	
14:53:19 138.2	17.3	15012	
14:53:20 138.2	17.3	15014	
14:53:21 138.2	17.3	15012	
14:53:22 138.2	17.3	15013	
14:53:23 138.2	17.3	15014	
14:53:24 138.2	17.3	15014	
