Time  	KZ11W:	KZ11C:	SD13L:
10:09:25 167.1	19.9	16426	
10:09:26 167.3	19.9	16458	
10:09:27 167.5	19.9	16479	
10:09:28 167.7	19.9	16513	
10:09:29 168.2	19.9	16535	
10:09:31 168.5	19.8	16572	
10:09:32 168.8	19.9	16597	
10:09:33 169.1	19.8	16633	
10:09:34 169.6	19.8	16659	
10:09:35 170.0	19.8	16699	
10:09:36 170.4	19.8	16722	
10:09:37 170.8	19.8	16749	
10:09:38 171.4	19.8	16762	
10:09:39 171.8	19.8	16786	
10:09:41 171.9	19.8	16802	
10:09:42 172.8	19.8	16834	
10:09:43 173.2	19.8	16857	
10:09:44 173.7	19.8	16900	
10:09:45 174.4	19.8	16935	
10:09:46 174.9	19.8	16972	
10:09:47 175.5	19.8	17038	
10:09:48 176.6	19.8	17087	
10:09:49 177.6	19.8	17161	
10:09:50 178.3	19.8	17216	
10:09:52 179.3	19.8	17309	
10:09:53 180.5	19.8	17380	
10:09:54 181.9	19.8	17492	
10:09:55 183.2	19.8	17571	
10:09:56 184.7	19.8	17703	
10:09:57 186.1	19.8	17800	
10:09:58 187.9	19.8	17973	
10:09:59 190.5	19.8	18143	
10:10:00 195.7	19.8	18983	
10:10:02 207.7	19.8	19949	
10:10:03 225.0	19.8	21641	
10:10:04 245.0	19.8	22820	
10:10:05 260.6	19.8	23157	
10:10:06 264.9	19.8	23297	
10:10:07 277.8	19.8	24995	
10:10:08 297.9	19.8	26051	
10:10:09 322.4	19.8	27696	
10:10:10 361.6	19.8	31143	
10:10:11 394.6	19.8	32452	
10:10:13 411.2	19.8	32720	
10:10:14 417.7	19.8	32675	
10:10:15 422.2	19.8	32675	
10:10:16 425.5	19.8	32635	
10:10:17 423.6	19.8	31898	
10:10:18 415.4	19.8	31230	
10:10:19 409.7	19.8	30929	
10:10:20 410.6	19.8	31440	
10:10:21 416.4	19.8	31535	
10:10:23 414.4	19.8	31201	
10:10:24 408.9	19.8	30706	
10:10:25 407.2	19.8	30853	
10:10:26 410.1	19.8	31340	
10:10:27 413.5	19.8	31445	
10:10:28 411.8	19.8	31159	
10:10:29 409.1	19.8	30824	
10:10:30 400.2	19.8	29795	
10:10:31 385.9	19.8	28861	
10:10:33 372.4	19.8	28188	
10:10:34 369.7	19.8	28774	
10:10:35 378.5	19.8	29467	
10:10:36 373.8	19.8	28242	
10:10:37 364.3	19.8	28155	
10:10:38 369.2	19.8	28906	
10:10:39 374.2	19.8	29475	
10:10:40 393.1	19.8	31702	
